AdjSalePrice,GrLivArea,QualScore,HouseAge,GarageScore,AllBaths,RoomScore,Details,Impress,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,Location,Fundamentals
121924.32917705734,988,4940,41.0,360.0,2.0,20,246,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
267249.7556109726,2172,19548,8.0,2061.0,3.0,216,336,40,0.0,0.0,1.0,0.0,0.0,NoRidge_RLY,C_Str_Fund
127944.26932668331,1080,6480,24.0,968.0,2.0,30,246,24,0.0,1.0,0.0,0.0,0.0,Mitchel_RLY,C_Str_Fund
172551.41147132168,1312,9184,35.666666666666664,990.0,2.0,66,254,24,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
130636.90773067331,925,4625,43.0,968.0,2.0,15,246,24,1.0,0.0,0.0,0.0,0.0,Sawyer_RLY,C_Str_Fund
141177.23690773066,1534,7670,77.33333333333333,0.0,2.0,102,248,18,0.0,1.0,0.0,0.0,0.0,OldTown_RLN,B_Mid_Fund
317187.7805486284,2376,19008,0.6666666666666666,2559.0,4.0,252,336,40,1.0,0.0,0.0,0.0,0.0,NridgHt_RLY,C_Str_Fund
205088.5536159601,1959,13713,2.6666666666666665,868.0,3.0,200,336,40,0.0,1.0,0.0,0.0,0.0,Gilbert_RLY,C_Str_Fund
119807.17705735662,1716,8580,40.333333333333336,281.0,2.0,168,254,15,0.0,0.0,0.0,1.0,0.0,Edwards_RLY,B_Mid_Fund
100965.00748129677,936,4680,80.0,0.0,2.0,15,254,6,0.0,0.0,0.0,0.0,1.0,OldTown_RMP,C_Str_Fund
100953.11720698254,1230,6150,75.33333333333333,880.0,2.0,50,246,15,0.0,0.0,0.0,1.0,0.0,OldTown_RMY,C_Str_Fund
145295.76059850375,2592,12960,75.0,0.0,4.0,348,246,15,0.0,1.0,0.0,0.0,0.0,SWISU_RLY,A_Wk_Fund
186999.1182044888,1565,12520,0.6666666666666666,952.0,3.0,90,328,36,0.0,1.0,0.0,0.0,0.0,Somerst_FVY,C_Str_Fund
172417.63591022446,1868,11208,16.666666666666664,954.0,4.0,168,252,21,0.0,1.0,0.0,0.0,0.0,NWAmes_RLY,B_Mid_Fund
169420.57655860347,1422,9954,3.0,1252.0,2.0,98,328,32,0.0,1.0,0.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
163860.43890274313,1200,6000,21.666666666666664,0.0,6.0,45,246,15,0.0,0.0,0.0,1.0,0.0,Edwards_RLY,B_Mid_Fund
127770.77306733167,1641,8205,36.0,980.0,2.0,100,254,15,0.0,0.0,1.0,0.0,0.0,Sawyer_RLY,B_Mid_Fund
376790.5985037406,1973,15784,1.0,2685.0,2.0,225,336,32,0.0,1.0,0.0,0.0,0.0,NridgHt_RLY,C_Str_Fund
150139.90024937654,1248,6240,46.0,286.0,2.0,60,246,24,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
311146.76807980053,2418,16926,14.666666666666666,2949.0,4.0,252,334,40,0.0,0.0,1.0,0.0,0.0,NoRidge_RLY,C_Str_Fund
216151.9451371571,1755,12285,12.333333333333334,1048.0,4.0,154,334,40,0.0,0.0,0.0,1.0,0.0,NoRidge_RLY,C_Str_Fund
71174.06483790523,672,2688,72.66666666666666,0.0,1.0,0,246,6,1.0,0.0,0.0,0.0,0.0,IDOTRR_RMN,A_Wk_Fund
147561.18703241897,1626,9756,52.99999999999999,332.0,2.0,114,248,15,0.0,1.0,0.0,0.0,0.0,Edwards_RLY,B_Mid_Fund
203032.00997506236,1726,10356,1.0,1122.0,3.0,132,336,36,0.0,0.0,0.0,1.0,0.0,Somerst_FVY,C_Str_Fund
356533.91521197004,2748,24732,2.0,2550.0,4.0,261,338,40,0.0,0.0,1.0,0.0,0.0,NridgHt_RLY,C_Str_Fund
118262.42194513716,894,4470,34.0,308.0,2.0,10,246,24,0.0,0.0,0.0,0.0,1.0,CollgCr_RLY,B_Mid_Fund
575501.9700748129,2470,24700,5.0,2367.0,4.0,196,418,40,0.0,0.0,1.0,0.0,0.0,NridgHt_RLY,C_Str_Fund
145891.13216957607,1174,5870,30.0,1056.0,2.0,40,246,24,0.0,0.0,1.0,0.0,0.0,CollgCr_RLY,B_Mid_Fund
233225.20698254363,1324,10592,3.0,1100.0,3.0,72,336,36,0.0,0.0,0.0,1.0,0.0,NridgHt_RLY,C_Str_Fund
155812.09975062346,2447,14682,67.33333333333333,336.0,2.0,280,256,15,0.0,0.0,0.0,0.0,1.0,SWISU_RLY,C_Str_Fund
259901.0374064838,2199,17592,11.0,1032.0,3.0,243,334,36,0.0,0.0,1.0,0.0,0.0,NoRidge_RLY,C_Str_Fund
170181.69576059852,1374,9618,6.0,800.0,4.0,91,336,28,0.0,0.0,0.0,0.0,1.0,Gilbert_RLY,C_Str_Fund
200891.59900249378,1335,9345,0.6666666666666666,1150.0,2.0,72,328,32,0.0,1.0,0.0,0.0,0.0,Somerst_FVY,C_Str_Fund
210157.6059850374,1588,11116,6.999999999999999,944.0,2.0,108,328,32,1.0,0.0,0.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
359054.3017456359,1652,13216,0.0,964.0,4.0,100,416,45,0.0,0.0,1.0,0.0,0.0,Crawfor_RMY,C_Str_Fund
268970.1620947631,2021,14147,0.0,844.0,3.0,234,336,40,1.0,0.0,0.0,0.0,0.0,Gilbert_RLY,C_Str_Fund
150968.58399999997,1412,8472,0.6666666666666666,864.0,3.0,84,256,30,0.0,1.0,0.0,0.0,0.0,Gilbert_RLY,C_Str_Fund
269511.0738753117,1464,11712,0.0,2262.0,3.0,90,328,32,0.0,1.0,0.0,0.0,0.0,Somerst_RLY,C_Str_Fund
141917.20698254363,1690,11830,78.66666666666666,225.0,1.0,147,254,27,1.0,0.0,0.0,0.0,0.0,OldTown_RMY,B_Mid_Fund
81132.927680798,1092,6552,39.0,264.0,2.0,36,246,12,0.0,0.0,0.0,0.0,1.0,BrDale_RMY,B_Mid_Fund
62250.82294264339,1012,5060,80.0,429.0,1.0,20,246,6,0.0,0.0,0.0,0.0,1.0,SawyerW_RHY,A_Wk_Fund
146671.3216957606,1210,7260,30.999999999999996,1056.0,3.0,54,246,21,1.0,0.0,0.0,0.0,0.0,Mitchel_RLY,B_Mid_Fund
146814.49376558606,1256,6280,49.0,311.0,3.0,60,248,24,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,A_Wk_Fund
118623.44139650872,1130,5650,76.0,1440.0,2.0,35,254,6,1.0,0.0,0.0,0.0,0.0,OldTown_RLY,B_Mid_Fund
123593.96708229426,858,4290,27.0,1152.0,2.0,5,246,18,0.0,0.0,0.0,1.0,0.0,Sawyer_RLY,B_Mid_Fund
169901.04738154614,1188,7128,52.0,1242.0,2.0,32,252,24,0.0,0.0,1.0,0.0,0.0,Sawyer_RLY,A_Wk_Fund
121602.61845386533,1412,8472,66.33333333333333,280.0,1.0,84,254,15,0.0,0.0,0.0,1.0,0.0,BrkSide_RMY,A_Wk_Fund
158178.5536159601,1040,6240,27.999999999999996,1232.0,2.0,30,250,21,1.0,0.0,0.0,0.0,0.0,Sawyer_RLY,B_Mid_Fund
159209.77556109728,1376,8256,77.0,1152.0,1.0,91,248,15,0.0,1.0,0.0,0.0,0.0,BrkSide_RLP,C_Str_Fund
91799.50124688279,1301,6505,76.33333333333333,880.0,1.0,55,244,6,0.0,0.0,0.0,1.0,0.0,BrkSide_RMY,C_Str_Fund
175081.17007481298,1629,8145,12.666666666666666,964.0,3.0,114,252,30,0.0,0.0,0.0,0.0,1.0,Gilbert_RLY,C_Str_Fund
217073.3840399002,1761,12327,0.0,1156.0,3.0,154,328,40,0.0,1.0,0.0,0.0,0.0,Somerst_FVY,C_Str_Fund
102224.69625935162,936,3744,39.0,288.0,1.0,12,246,24,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
132334.0149625935,1316,7896,74.0,369.0,2.0,66,254,18,0.0,0.0,1.0,0.0,0.0,Crawfor_RLP,B_Mid_Fund
107797.26683291771,1440,5760,52.99999999999999,0.0,2.0,120,244,15,0.0,0.0,1.0,0.0,0.0,Edwards_RLY,A_Wk_Fund
164095.76059850372,1524,9144,6.0,880.0,3.0,68,328,16,1.0,0.0,0.0,0.0,0.0,Somerst_FVY,C_Str_Fund
147778.5536159601,1370,6850,49.99999999999999,300.0,2.0,78,252,21,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
94436.1246882793,925,4625,46.0,300.0,1.0,21,246,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
78926.98254364089,630,2520,28.333333333333332,286.0,2.0,0,248,9,0.0,0.0,0.0,1.0,0.0,MeadowV_RMY,B_Mid_Fund
151035.48628428925,1431,8586,46.0,296.0,2.0,84,254,21,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
194432.319201995,1226,9808,27.999999999999996,968.0,2.0,36,334,36,0.0,0.0,0.0,1.0,0.0,Greens_RLY,B_Mid_Fund
193002.04488778053,1417,9919,11.666666666666666,1022.0,3.0,98,334,32,0.0,0.0,0.0,1.0,0.0,CollgCr_RLY,C_Str_Fund
208540.15461346632,1689,6756,17.0,864.0,3.0,126,252,24,0.0,0.0,1.0,0.0,0.0,Mitchel_RLY,C_Str_Fund
126034.65336658356,928,4640,36.333333333333336,252.0,1.0,12,246,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
429621.66583541146,2490,22410,3.6666666666666665,2385.0,3.0,252,418,40,0.0,0.0,0.0,1.0,0.0,Somerst_RLY,C_Str_Fund
229153.9152119701,1953,11718,15.0,1002.0,4.0,225,332,40,0.0,1.0,0.0,0.0,0.0,ClearCr_RLY,C_Str_Fund
145441.51122194514,958,5748,34.33333333333333,301.0,1.0,15,246,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
72599.50124688279,630,2520,36.0,0.0,2.0,0,246,9,1.0,0.0,0.0,0.0,0.0,MeadowV_RMY,B_Mid_Fund
69615.1421446384,630,2520,38.0,0.0,2.0,0,246,9,0.0,0.0,0.0,0.0,1.0,MeadowV_RMY,B_Mid_Fund
476363.07597007474,2290,22900,0.0,3522.0,5.0,189,418,40,0.0,1.0,0.0,0.0,0.0,NridgHt_RLY,C_Str_Fund
313541.1471321696,1502,10514,9.0,286.0,3.0,80,334,36,0.0,1.0,0.0,0.0,0.0,GrnHill_RMY,C_Str_Fund
99079.07730673318,1224,6120,82.0,180.0,2.0,54,242,15,0.0,0.0,0.0,0.0,1.0,ClearCr_RLN,A_Wk_Fund
158537.3940149626,1739,13912,9.666666666666666,960.0,4.0,154,328,16,0.0,0.0,0.0,1.0,0.0,Somerst_FVY,C_Str_Fund
172154.2643391521,2044,14308,25.33333333333333,978.0,3.0,182,252,30,0.0,0.0,1.0,0.0,0.0,NWAmes_RLY,B_Mid_Fund
296317.2867830424,1726,12082,0.0,2358.0,3.0,176,418,40,0.0,1.0,0.0,0.0,0.0,Somerst_RLY,C_Str_Fund
161031.54613466334,1790,10740,34.0,968.0,4.0,184,252,30,1.0,0.0,0.0,0.0,0.0,NWAmes_RLY,B_Mid_Fund
121882.79301745637,1056,5280,51.0,300.0,3.0,36,246,24,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
152147.0897755611,2554,17878,81.0,1408.0,2.0,232,246,18,0.0,1.0,0.0,0.0,0.0,OldTown_RMP,B_Mid_Fund
174839.2319201995,1312,10496,6.0,942.0,2.0,55,328,32,0.0,1.0,0.0,0.0,0.0,Timber_RLY,C_Str_Fund
146868.82793017456,1308,6540,65.66666666666666,256.0,3.0,77,332,20,0.0,0.0,0.0,1.0,0.0,Crawfor_RLY,B_Mid_Fund
99485.97450374065,907,3628,51.0,352.0,1.0,10,246,24,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
141274.3241895262,1034,6204,30.0,1008.0,2.0,30,248,18,0.0,0.0,1.0,0.0,0.0,Sawyer_RLY,B_Mid_Fund
128102.4289276808,1040,4160,44.0,1296.0,2.0,25,246,24,0.0,1.0,0.0,0.0,0.0,Mitchel_RLY,C_Str_Fund
184254.463840399,1585,11095,1.0,898.0,3.0,126,328,40,1.0,0.0,0.0,0.0,0.0,SawyerW_RLY,C_Str_Fund
122173.99999999999,1355,8130,62.333333333333336,0.0,2.0,84,248,18,0.0,1.0,0.0,0.0,0.0,IDOTRR_RMY,C_Str_Fund
436232.4189526185,2276,20484,0.0,4044.0,3.0,189,338,32,0.0,0.0,1.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
135453.83541147131,1154,5770,36.333333333333336,336.0,2.0,48,250,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
106836.82793017456,808,4040,35.0,308.0,1.0,0,246,24,0.0,1.0,0.0,0.0,0.0,BrkSide_RLN,B_Mid_Fund
74699.95311720698,1049,4196,68.0,195.0,1.0,25,246,15,0.0,0.0,1.0,0.0,0.0,IDOTRR_C (all)N,A_Wk_Fund
123685.58603491272,1105,6630,52.0,308.0,1.0,35,246,24,0.0,0.0,0.0,1.0,0.0,NAmes_RLY,A_Wk_Fund
176895.6733167082,1679,10074,12.666666666666664,1150.0,3.0,147,252,24,0.0,0.0,1.0,0.0,0.0,SawyerW_RLY,C_Str_Fund
213524.28927680798,1440,11520,5.0,934.0,3.0,105,334,32,0.0,0.0,1.0,0.0,0.0,Timber_RLY,C_Str_Fund
105152.91770573566,1298,6490,46.0,1008.0,2.0,55,246,24,0.0,0.0,0.0,0.0,1.0,Edwards_RLN,B_Mid_Fund
245152.36408977557,2279,13674,36.666666666666664,922.0,3.0,189,256,24,0.0,1.0,0.0,0.0,0.0,Timber_RLY,B_Mid_Fund
107616.07481296758,1604,8020,61.66666666666666,1320.0,2.0,114,246,15,0.0,0.0,0.0,1.0,0.0,Edwards_RLY,B_Mid_Fund
203374.09975062346,1932,13524,4.0,1220.0,4.0,175,336,40,0.0,1.0,0.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
194232.1795511222,1661,11627,13.0,1100.0,4.0,120,334,40,0.0,0.0,0.0,1.0,0.0,CollgCr_RLY,C_Str_Fund
200682.04488778053,1827,10962,58.0,240.0,1.0,207,254,18,1.0,0.0,0.0,0.0,0.0,BrkSide_RLY,A_Wk_Fund
181131.25286783042,1492,10444,0.0,880.0,3.0,128,328,40,1.0,0.0,0.0,0.0,0.0,Gilbert_RLY,C_Str_Fund
160321.66583541146,1277,8939,37.0,1052.0,2.0,55,248,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
135046.13466334165,1052,5260,38.0,288.0,3.0,25,246,24,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
101440.39900249377,1220,4880,55.0,792.0,1.0,54,246,24,1.0,0.0,0.0,0.0,0.0,Edwards_RLY,A_Wk_Fund
183396.71221945138,1226,8582,1.0,2220.0,2.0,54,248,24,0.0,0.0,0.0,0.0,1.0,CollgCr_RLY,C_Str_Fund
143336.6583541147,1712,8560,31.666666666666664,1176.0,2.0,168,246,15,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
219670.82294264337,1915,15320,13.999999999999998,1012.0,4.0,192,334,40,1.0,0.0,0.0,0.0,0.0,SawyerW_RLY,C_Str_Fund
116201.53615960099,882,3528,40.0,1050.0,2.0,8,246,24,0.0,0.0,0.0,0.0,1.0,NAmes_RLY,B_Mid_Fund
197705.73566084786,1861,13027,4.0,984.0,4.0,192,328,40,1.0,0.0,0.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
255202.61346633415,1659,13272,9.0,998.0,3.0,100,340,36,0.0,0.0,0.0,1.0,0.0,StoneBr_RLY,C_Str_Fund
141962.59351620948,1387,6935,36.33333333333333,300.0,2.0,78,252,24,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
293213.44638403994,1978,15824,6.999999999999999,2550.0,4.0,200,336,32,0.0,0.0,0.0,0.0,1.0,CollgCr_RLY,C_Str_Fund
139555.68079800496,1298,7788,57.99999999999999,240.0,2.0,88,254,15,0.0,1.0,0.0,0.0,0.0,Crawfor_RLP,B_Mid_Fund
86596.608478803,720,2880,73.33333333333333,280.0,1.0,0,244,15,1.0,0.0,0.0,0.0,0.0,OldTown_RLY,B_Mid_Fund
195759.21695760597,1358,8148,4.0,968.0,2.0,72,336,36,0.0,0.0,0.0,1.0,0.0,NridgHt_RLY,C_Str_Fund
258210.47381546133,1624,12992,11.666666666666666,2271.0,3.0,95,332,32,1.0,0.0,0.0,0.0,0.0,NoRidge_RLY,C_Str_Fund
198458.7157107232,1239,9912,13.0,954.0,3.0,40,332,36,0.0,0.0,1.0,0.0,0.0,Veenker_RLY,C_Str_Fund
135920.83790523693,1072,6432,3.0,1050.0,2.0,30,246,9,0.0,0.0,1.0,0.0,0.0,Edwards_RMY,C_Str_Fund
107790.72817955112,884,4420,64.33333333333333,240.0,1.0,10,326,12,0.0,1.0,0.0,0.0,0.0,BrkSide_RMY,B_Mid_Fund
150191.97755610972,1398,8388,23.666666666666664,880.0,2.0,84,252,30,0.0,0.0,1.0,0.0,0.0,Edwards_RLY,B_Mid_Fund
133094.81296758103,941,4705,30.999999999999996,1128.0,2.0,12,248,15,0.0,0.0,0.0,1.0,0.0,NAmes_RLY,B_Mid_Fund
224722.49625935158,1288,10304,12.0,1000.0,3.0,44,338,36,0.0,0.0,1.0,0.0,0.0,Veenker_RLY,C_Str_Fund
131569.07730673318,1005,5025,49.99999999999999,319.0,1.0,24,252,24,1.0,0.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
191051.73067331672,1696,11872,36.0,1250.0,2.0,147,252,24,0.0,1.0,0.0,0.0,0.0,Crawfor_RLY,B_Mid_Fund
205000.0,1541,10787,4.666666666666666,2529.0,2.0,102,334,32,1.0,0.0,0.0,0.0,0.0,CollgCr_RLY,C_Str_Fund
262882.29426433914,2225,17800,17.666666666666664,2139.0,4.0,189,334,40,0.0,0.0,0.0,0.0,1.0,NoRidge_RLY,C_Str_Fund
167091.3965087282,1280,6400,41.0,864.0,3.0,66,252,18,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
146840.89775561096,1882,11292,27.999999999999996,1224.0,2.0,192,252,15,0.0,0.0,0.0,1.0,0.0,SawyerW_RLY,B_Mid_Fund
248240.35910224437,2872,17232,24.999999999999996,1238.0,4.0,319,252,30,0.0,0.0,1.0,0.0,0.0,NWAmes_RLY,B_Mid_Fund
112533.66583541146,1396,6980,55.0,0.0,2.0,112,166,8,1.0,0.0,0.0,0.0,0.0,IDOTRR_C (all)Y,A_Wk_Fund
123579.41147132168,1132,6792,67.33333333333333,240.0,2.0,35,246,15,0.0,0.0,0.0,0.0,1.0,BrkSide_RMY,B_Mid_Fund
71255.82044887781,899,4495,84.66666666666666,200.0,1.0,10,246,6,0.0,0.0,1.0,0.0,0.0,OldTown_RMP,A_Wk_Fund
109887.28179551123,844,4220,72.66666666666666,216.0,1.0,5,246,6,1.0,0.0,0.0,0.0,0.0,OldTown_RMN,B_Mid_Fund
131172.22194513713,2377,9508,82.33333333333333,1056.0,2.0,224,254,15,0.0,0.0,0.0,1.0,0.0,OldTown_RLY,B_Mid_Fund
115717.88528678306,1154,4616,59.666666666666664,240.0,2.0,56,248,15,0.0,0.0,0.0,0.0,1.0,IDOTRR_RMN,B_Mid_Fund
118040.10473815461,864,4320,45.0,294.0,1.0,5,246,24,0.0,1.0,0.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
423000.0,2097,16776,0.6666666666666666,3402.0,3.0,208,340,32,1.0,0.0,0.0,0.0,0.0,Somerst_RLY,C_Str_Fund
116491.37157107232,1176,5880,37.0,360.0,2.0,40,246,24,1.0,0.0,0.0,0.0,0.0,Edwards_RLY,B_Mid_Fund
225376.10473815462,1460,11680,1.6666666666666665,960.0,2.0,90,336,32,0.0,0.0,1.0,0.0,0.0,Somerst_RLY,C_Str_Fund
210123.0897755611,1626,11382,13.999999999999998,1068.0,4.0,133,334,32,0.0,0.0,1.0,0.0,0.0,SawyerW_RLY,C_Str_Fund
240079.70872817957,1720,12040,13.999999999999998,1054.0,3.0,154,334,32,0.0,0.0,0.0,0.0,1.0,NoRidge_RLY,C_Str_Fund
133451.37157107232,1236,6180,34.0,288.0,1.0,60,252,24,1.0,0.0,0.0,0.0,0.0,Sawyer_RLY,B_Mid_Fund
173355.81047381545,1603,9618,13.999999999999998,968.0,3.0,133,328,40,1.0,0.0,0.0,0.0,0.0,SawyerW_RLY,C_Str_Fund
75585.63591022443,1411,9877,32.0,1088.0,2.0,84,252,24,0.0,0.0,0.0,1.0,0.0,NWAmes_RLY,B_Mid_Fund
72540.08229426434,935,4675,68.0,308.0,1.0,12,246,15,0.0,0.0,1.0,0.0,0.0,BrkSide_RMP,A_Wk_Fund
197150.87281795513,2090,14630,23.0,1154.0,3.0,156,334,16,0.0,1.0,0.0,0.0,0.0,StoneBr_RLY,B_Mid_Fund
111393.41645885288,897,4485,39.0,264.0,1.0,10,246,24,0.0,1.0,0.0,0.0,0.0,Sawyer_RLY,B_Mid_Fund
238188.8922693267,1656,13248,1.0,2478.0,2.0,140,328,32,0.0,1.0,0.0,0.0,0.0,Somerst_FVY,C_Str_Fund
163100.2493765586,1000,5000,43.0,1150.0,2.0,16,252,24,1.0,0.0,0.0,0.0,0.0,ClearCr_RLY,B_Mid_Fund
215281.79551122195,2486,14916,44.0,1152.0,2.0,224,254,15,1.0,0.0,0.0,0.0,0.0,OldTown_RMY,B_Mid_Fund
123207.53117206982,1098,5490,52.99999999999999,260.0,2.0,42,246,24,0.0,0.0,1.0,0.0,0.0,NAmes_RLY,B_Mid_Fund
