GrLivArea,QualScore,HouseAge,GarageScore,AllBaths,RoomScore,Details,Impress,Location,Years,Fundamentals,AdjSalePrice
1486,10402,1.0,1132.0,2.0,112,328,32,0.2992102155816671,-4.535571899189885,-1.4624477146455541,172820.24438902744
789,3945,59.33333333333333,250.0,1.0,0,246,24,0.3808507688145221,-4.289298412256046,0.8551402857317563,106685.01246882792
1092,6552,25.666666666666664,0.0,3.0,36,246,12,0.6252400374578404,-4.289298412256046,0.8551402857317563,91195.2319201995
2640,18480,88.0,3456.0,2.0,232,336,24,-0.10192949377451672,7.62484309442428,1.7503205999740117,244103.7196508728
1092,5460,39.0,320.0,2.0,36,246,12,0.7710964910687249,8.516526137247649,0.8551402857317563,97267.31670822944
1458,10206,0.6666666666666666,908.0,2.0,90,248,30,0.039334723673290155,-4.535571899189885,-1.4624477146455541,161133.94167082294
1466,11728,2.0,1830.0,2.0,105,328,32,-0.21977543371221364,7.62484309442428,-1.4624477146455541,184878.89775561096
1573,9438,10.0,880.0,3.0,90,328,16,0.2828574100108822,8.516526137247649,-1.4624477146455541,163724.93765586035
2090,14630,36.0,968.0,4.0,182,252,30,0.3953041348064857,7.62484309442428,0.8551402857317563,183579.0523690773
2046,20460,1.6666666666666663,2634.0,4.0,182,418,40,0.191824974832479,-4.535571899189885,-1.4624477146455541,428669.3266832918
886,4430,51.66666666666666,273.0,1.0,8,246,6,0.3808507688145221,7.62484309442428,1.7503205999740117,83832.52518703241
1258,8806,0.0,924.0,2.0,60,328,32,0.039334723673290155,-4.535571899189885,-1.4624477146455541,165275.8403990025
1324,7944,5.0,860.0,2.0,72,328,32,0.039334723673290155,8.516526137247649,-1.4624477146455541,183872.3341645885
1848,11088,59.33333333333333,740.0,2.0,192,256,15,-0.03567100160256032,-4.289298412256046,0.8551402857317563,190105.49625935164
1269,6345,48.0,308.0,2.0,60,250,24,0.3868648738354144,-4.289298412256046,1.7503205999740117,142349.52618453867
1346,9422,2.0,1980.0,3.0,72,334,32,-0.21977543371221364,8.516526137247649,-1.4624477146455541,202852.06982543645
1749,12243,6.999999999999999,1030.0,3.0,154,328,40,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,193751.6209476309
492,1476,75.33333333333333,200.0,2.0,0,246,6,-0.10192949377451672,-3.8812625958234,0.8551402857317563,60794.51371571072
2030,12180,31.0,1102.0,3.0,208,254,30,0.3953041348064857,-4.535571899189885,0.8551402857317563,186187.5561097257
988,4940,41.0,360.0,2.0,20,246,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,121924.32917705734
2172,19548,8.0,2061.0,3.0,216,336,40,5.121916855316041,-4.289298412256046,-1.4624477146455541,267249.7556109726
1080,6480,24.0,968.0,2.0,30,246,24,0.2873543824568536,-4.535571899189885,-1.4624477146455541,127944.2693266833
1312,9184,35.666666666666664,990.0,2.0,66,254,24,0.3868648738354144,-4.289298412256046,0.8551402857317563,172551.41147132168
925,4625,43.0,968.0,2.0,15,246,24,0.2622655887021082,-3.8812625958234,-1.4624477146455541,130636.90773067332
1534,7670,77.33333333333333,0.0,2.0,102,248,18,0.2612383603326798,-4.535571899189885,0.8551402857317563,141177.23690773066
2376,19008,0.6666666666666666,2559.0,4.0,252,336,40,0.191824974832479,-3.8812625958234,-1.4624477146455541,317187.7805486284
1959,13713,2.6666666666666665,868.0,3.0,200,336,40,0.039334723673290155,-4.535571899189885,-1.4624477146455541,205088.5536159601
1716,8580,40.333333333333336,281.0,2.0,168,254,15,0.28798384662317694,7.62484309442428,0.8551402857317563,119807.1770573566
936,4680,80.0,0.0,2.0,15,254,6,0.386926732082399,8.516526137247649,-1.4624477146455541,100965.00748129677
1230,6150,75.33333333333333,880.0,2.0,50,246,15,0.3808507688145221,7.62484309442428,-1.4624477146455541,100953.11720698254
2592,12960,75.0,0.0,4.0,348,246,15,0.3932487887431028,-4.535571899189885,1.7503205999740117,145295.76059850372
1565,12520,0.6666666666666666,952.0,3.0,90,328,36,0.2828574100108822,-4.535571899189885,-1.4624477146455541,186999.1182044888
1868,11208,16.666666666666664,954.0,4.0,168,252,21,0.3953041348064857,-4.535571899189885,0.8551402857317563,172417.63591022443
1422,9954,3.0,1252.0,2.0,98,328,32,-0.8378300423498418,-4.535571899189885,-1.4624477146455541,169420.57655860347
1200,6000,21.666666666666664,0.0,6.0,45,246,15,0.28798384662317694,7.62484309442428,0.8551402857317563,163860.43890274313
1641,8205,36.0,980.0,2.0,100,254,15,0.2622655887021082,-4.289298412256046,0.8551402857317563,127770.77306733168
1973,15784,1.0,2685.0,2.0,225,336,32,0.191824974832479,-4.535571899189885,-1.4624477146455541,376790.5985037406
1248,6240,46.0,286.0,2.0,60,246,24,0.3868648738354144,-3.8812625958234,0.8551402857317563,150139.90024937654
2418,16926,14.666666666666666,2949.0,4.0,252,334,40,5.121916855316041,-4.289298412256046,-1.4624477146455541,311146.76807980053
1755,12285,12.333333333333334,1048.0,4.0,154,334,40,5.121916855316041,7.62484309442428,-1.4624477146455541,216151.9451371571
672,2688,72.66666666666666,0.0,1.0,0,246,6,-0.0047759321564245895,-3.8812625958234,1.7503205999740117,71174.06483790523
1626,9756,52.99999999999999,332.0,2.0,114,248,15,0.28798384662317694,-4.535571899189885,0.8551402857317563,147561.18703241894
1726,10356,1.0,1122.0,3.0,132,336,36,0.2828574100108822,7.62484309442428,-1.4624477146455541,203032.00997506236
2748,24732,2.0,2550.0,4.0,261,338,40,0.191824974832479,-4.289298412256046,-1.4624477146455541,356533.91521197004
894,4470,34.0,308.0,2.0,10,246,24,-0.8378300423498418,8.516526137247649,0.8551402857317563,118262.42194513716
2470,24700,5.0,2367.0,4.0,196,418,40,0.191824974832479,-4.289298412256046,-1.4624477146455541,575501.9700748129
1174,5870,30.0,1056.0,2.0,40,246,24,-0.8378300423498418,-4.289298412256046,0.8551402857317563,145891.13216957604
1324,10592,3.0,1100.0,3.0,72,336,36,0.191824974832479,7.62484309442428,-1.4624477146455541,233225.20698254363
2447,14682,67.33333333333333,336.0,2.0,280,256,15,0.3932487887431028,8.516526137247649,-1.4624477146455541,155812.09975062346
2199,17592,11.0,1032.0,3.0,243,334,36,5.121916855316041,-4.289298412256046,-1.4624477146455541,259901.03740648375
1374,9618,6.0,800.0,4.0,91,336,28,0.039334723673290155,8.516526137247649,-1.4624477146455541,170181.69576059852
1335,9345,0.6666666666666666,1150.0,2.0,72,328,32,0.2828574100108822,-4.535571899189885,-1.4624477146455541,200891.59900249375
1588,11116,6.999999999999999,944.0,2.0,108,328,32,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,210157.6059850374
1652,13216,0.0,964.0,4.0,100,416,45,0.3281455116038193,-4.289298412256046,-1.4624477146455541,359054.3017456359
2021,14147,0.0,844.0,3.0,234,336,40,0.039334723673290155,-3.8812625958234,-1.4624477146455541,268970.1620947631
1412,8472,0.6666666666666666,864.0,3.0,84,256,30,0.039334723673290155,-4.535571899189885,-1.4624477146455541,150968.584
1464,11712,0.0,2262.0,3.0,90,328,32,0.22534206504044396,-4.535571899189885,-1.4624477146455541,269511.07387531176
1690,11830,78.66666666666666,225.0,1.0,147,254,27,0.3808507688145221,-3.8812625958234,0.8551402857317563,141917.20698254363
1092,6552,39.0,264.0,2.0,36,246,12,0.7710964910687249,8.516526137247649,0.8551402857317563,81132.927680798
1012,5060,80.0,429.0,1.0,20,246,6,0.41608623456885085,8.516526137247649,1.7503205999740117,62250.82294264339
1210,7260,31.0,1056.0,3.0,54,246,21,0.2873543824568536,-3.8812625958234,0.8551402857317563,146671.3216957606
1256,6280,49.0,311.0,3.0,60,248,24,0.3868648738354144,-4.289298412256046,1.7503205999740117,146814.49376558603
1130,5650,76.0,1440.0,2.0,35,254,6,0.4172080674960426,-3.8812625958234,0.8551402857317563,118623.44139650872
858,4290,27.0,1152.0,2.0,5,246,18,0.2622655887021082,7.62484309442428,0.8551402857317563,123593.96708229426
1188,7128,52.0,1242.0,2.0,32,252,24,0.2622655887021082,-4.289298412256046,1.7503205999740117,169901.04738154614
1412,8472,66.33333333333333,280.0,1.0,84,254,15,0.46741739838502383,7.62484309442428,1.7503205999740117,121602.61845386532
1040,6240,28.0,1232.0,2.0,30,250,21,0.2622655887021082,-3.8812625958234,0.8551402857317563,158178.5536159601
1376,8256,77.0,1152.0,1.0,91,248,15,0.22534206504044393,-4.535571899189885,-1.4624477146455541,159209.77556109725
1301,6505,76.33333333333333,880.0,1.0,55,244,6,0.46741739838502383,7.62484309442428,-1.4624477146455541,91799.5012468828
1629,8145,12.666666666666666,964.0,3.0,114,252,30,0.039334723673290155,8.516526137247649,-1.4624477146455541,175081.17007481298
1761,12327,0.0,1156.0,3.0,154,328,40,0.2828574100108822,-4.535571899189885,-1.4624477146455541,217073.38403990027
936,3744,39.0,288.0,1.0,12,246,24,0.3868648738354144,-4.289298412256046,0.8551402857317563,102224.6962593516
1316,7896,74.0,369.0,2.0,66,254,18,-0.22510262605820067,-4.289298412256046,0.8551402857317563,132334.0149625935
1440,5760,52.99999999999999,0.0,2.0,120,244,15,0.28798384662317694,-4.289298412256046,1.7503205999740117,107797.2668329177
1524,9144,6.0,880.0,3.0,68,328,16,0.2828574100108822,-3.8812625958234,-1.4624477146455541,164095.76059850372
1370,6850,49.99999999999999,300.0,2.0,78,252,21,0.3868648738354144,-3.8812625958234,0.8551402857317563,147778.5536159601
925,4625,46.0,300.0,1.0,21,246,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,94436.1246882793
630,2520,28.33333333333333,286.0,2.0,0,248,9,0.6252400374578404,7.62484309442428,0.8551402857317563,78926.98254364089
1431,8586,46.0,296.0,2.0,84,254,21,0.3868648738354144,-4.289298412256046,0.8551402857317563,151035.48628428928
1226,9808,28.0,968.0,2.0,36,334,36,0.9861341974237088,7.62484309442428,0.8551402857317563,194432.319201995
1417,9919,11.666666666666666,1022.0,3.0,98,334,32,-0.8378300423498418,7.62484309442428,-1.4624477146455541,193002.04488778053
1689,6756,17.0,864.0,3.0,126,252,24,0.2873543824568536,-4.289298412256046,-1.4624477146455541,208540.15461346632
928,4640,36.333333333333336,252.0,1.0,12,246,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,126034.65336658354
2490,22410,3.6666666666666665,2385.0,3.0,252,418,40,0.22534206504044396,7.62484309442428,-1.4624477146455541,429621.66583541146
1953,11718,15.0,1002.0,4.0,225,332,40,2.2029415898574185,-4.535571899189885,-1.4624477146455541,229153.91521197007
958,5748,34.33333333333333,301.0,1.0,15,246,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,145441.51122194514
630,2520,36.0,0.0,2.0,0,246,9,0.6252400374578404,-3.8812625958234,0.8551402857317563,72599.50124688279
630,2520,38.0,0.0,2.0,0,246,9,0.6252400374578404,8.516526137247649,0.8551402857317563,69615.1421446384
2290,22900,0.0,3522.0,5.0,189,418,40,0.191824974832479,-4.535571899189885,-1.4624477146455541,476363.07597007486
1502,10514,9.0,286.0,3.0,80,334,36,0.22534206504044396,-4.535571899189885,-1.4624477146455541,313541.1471321696
1224,6120,82.0,180.0,2.0,54,242,15,0.4251304415560561,8.516526137247649,1.7503205999740117,99079.07730673318
1739,13912,9.666666666666666,960.0,4.0,154,328,16,0.2828574100108822,7.62484309442428,-1.4624477146455541,158537.3940149626
2044,14308,25.33333333333333,978.0,3.0,182,252,30,0.3953041348064857,-4.289298412256046,0.8551402857317563,172154.2643391521
1726,12082,0.0,2358.0,3.0,176,418,40,0.22534206504044396,-4.535571899189885,-1.4624477146455541,296317.2867830424
1790,10740,34.0,968.0,4.0,184,252,30,0.3953041348064857,-3.8812625958234,0.8551402857317563,161031.54613466334
1056,5280,51.0,300.0,3.0,36,246,24,0.3868648738354144,-3.8812625958234,0.8551402857317563,121882.79301745637
2554,17878,81.0,1408.0,2.0,232,246,18,0.386926732082399,-4.535571899189885,0.8551402857317563,152147.0897755611
1312,10496,6.0,942.0,2.0,55,328,32,-0.21977543371221364,-4.535571899189885,-1.4624477146455541,174839.2319201995
1308,6540,65.66666666666666,256.0,3.0,77,332,20,0.20631839866553045,7.62484309442428,0.8551402857317563,146868.82793017456
907,3628,51.0,352.0,1.0,10,246,24,0.3868648738354144,-4.289298412256046,0.8551402857317563,99485.97450374064
1034,6204,30.0,1008.0,2.0,30,248,18,0.2622655887021082,-4.289298412256046,0.8551402857317563,141274.32418952617
1040,4160,44.0,1296.0,2.0,25,246,24,0.2873543824568536,-4.535571899189885,-1.4624477146455541,128102.42892768078
1585,11095,1.0,898.0,3.0,126,328,40,0.2992102155816671,-3.8812625958234,-1.4624477146455541,184254.463840399
1355,8130,62.333333333333336,0.0,2.0,84,248,18,0.4643237003658056,-4.535571899189885,-1.4624477146455541,122174.0
2276,20484,0.0,4044.0,3.0,189,338,32,-0.8378300423498418,-4.289298412256046,-1.4624477146455541,436232.4189526185
1154,5770,36.333333333333336,336.0,2.0,48,250,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,135453.83541147131
808,4040,35.0,308.0,1.0,0,246,24,-0.03567100160256032,-4.535571899189885,0.8551402857317563,106836.82793017456
1049,4196,68.0,195.0,1.0,25,246,15,0.22534206504044393,-4.289298412256046,1.7503205999740117,74699.95311720698
1105,6630,52.0,308.0,1.0,35,246,24,0.3868648738354144,7.62484309442428,1.7503205999740117,123685.58603491272
1679,10074,12.666666666666664,1150.0,3.0,147,252,24,0.2992102155816671,-4.289298412256046,-1.4624477146455541,176895.6733167082
1440,11520,5.0,934.0,3.0,105,334,32,-0.21977543371221364,-4.289298412256046,-1.4624477146455541,213524.289276808
1298,6490,46.0,1008.0,2.0,55,246,24,0.4135988557259055,8.516526137247649,0.8551402857317563,105152.91770573566
2279,13674,36.66666666666666,922.0,3.0,189,256,24,-0.21977543371221364,-4.535571899189885,0.8551402857317563,245152.3640897756
1604,8020,61.66666666666666,1320.0,2.0,114,246,15,0.28798384662317694,7.62484309442428,0.8551402857317563,107616.07481296758
1932,13524,4.0,1220.0,4.0,175,336,40,-0.8378300423498418,-4.535571899189885,-1.4624477146455541,203374.09975062343
1661,11627,13.0,1100.0,4.0,120,334,40,-0.8378300423498418,7.62484309442428,-1.4624477146455541,194232.1795511222
1827,10962,58.0,240.0,1.0,207,254,18,0.42743228359459773,-3.8812625958234,1.7503205999740117,200682.04488778053
1492,10444,0.0,880.0,3.0,128,328,40,0.039334723673290155,-3.8812625958234,-1.4624477146455541,181131.2528678304
1277,8939,37.0,1052.0,2.0,55,248,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,160321.66583541146
1052,5260,38.0,288.0,3.0,25,246,24,0.3868648738354144,-3.8812625958234,0.8551402857317563,135046.13466334165
1220,4880,55.0,792.0,1.0,54,246,24,0.28798384662317694,-3.8812625958234,1.7503205999740117,101440.39900249377
1226,8582,1.0,2220.0,2.0,54,248,24,-0.8378300423498418,8.516526137247649,-1.4624477146455541,183396.71221945135
1712,8560,31.666666666666664,1176.0,2.0,168,246,15,0.3868648738354144,-3.8812625958234,0.8551402857317563,143336.6583541147
1915,15320,13.999999999999998,1012.0,4.0,192,334,40,0.2992102155816671,-3.8812625958234,-1.4624477146455541,219670.82294264337
882,3528,40.0,1050.0,2.0,8,246,24,0.3868648738354144,8.516526137247649,0.8551402857317563,116201.536159601
1861,13027,4.0,984.0,4.0,192,328,40,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,197705.73566084783
1659,13272,9.0,998.0,3.0,100,340,36,-20.264260618601885,7.62484309442428,-1.4624477146455541,255202.61346633412
1387,6935,36.33333333333333,300.0,2.0,78,252,24,0.3868648738354144,-3.8812625958234,0.8551402857317563,141962.59351620948
1978,15824,6.999999999999999,2550.0,4.0,200,336,32,-0.8378300423498418,8.516526137247649,-1.4624477146455541,293213.44638403994
1298,7788,57.99999999999999,240.0,2.0,88,254,15,-0.22510262605820067,-4.535571899189885,0.8551402857317563,139555.680798005
720,2880,73.33333333333333,280.0,1.0,0,244,15,0.4172080674960426,-3.8812625958234,0.8551402857317563,86596.608478803
1358,8148,4.0,968.0,2.0,72,336,36,0.191824974832479,7.62484309442428,-1.4624477146455541,195759.216957606
1624,12992,11.666666666666666,2271.0,3.0,95,332,32,5.121916855316041,-3.8812625958234,-1.4624477146455541,258210.47381546133
1239,9912,13.0,954.0,3.0,40,332,36,-0.16382293269253745,-4.289298412256046,-1.4624477146455541,198458.7157107232
1072,6432,3.0,1050.0,2.0,30,246,9,0.4185739986364529,-4.289298412256046,-1.4624477146455541,135920.83790523693
884,4420,64.33333333333333,240.0,1.0,10,326,12,0.46741739838502383,-4.535571899189885,0.8551402857317563,107790.72817955112
1398,8388,23.666666666666664,880.0,2.0,84,252,30,0.28798384662317694,-4.289298412256046,0.8551402857317563,150191.97755610972
941,4705,31.0,1128.0,2.0,12,248,15,0.3868648738354144,7.62484309442428,0.8551402857317563,133094.81296758106
1288,10304,12.0,1000.0,3.0,44,338,36,-0.16382293269253745,-4.289298412256046,-1.4624477146455541,224722.49625935164
1005,5025,49.99999999999999,319.0,1.0,24,252,24,0.3868648738354144,-3.8812625958234,0.8551402857317563,131569.07730673318
1696,11872,36.0,1250.0,2.0,147,252,24,0.20631839866553045,-4.535571899189885,0.8551402857317563,191051.73067331672
1541,10787,4.666666666666666,2529.0,2.0,102,334,32,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,205000.0
2225,17800,17.666666666666664,2139.0,4.0,189,334,40,5.121916855316041,8.516526137247649,-1.4624477146455541,262882.29426433914
1280,6400,41.0,864.0,3.0,66,252,18,0.3868648738354144,-4.535571899189885,0.8551402857317563,167091.39650872818
1882,11292,28.0,1224.0,2.0,192,252,15,0.2992102155816671,7.62484309442428,0.8551402857317563,146840.89775561096
2872,17232,25.0,1238.0,4.0,319,252,30,0.3953041348064857,-4.289298412256046,0.8551402857317563,248240.3591022444
1396,6980,55.0,0.0,2.0,112,166,8,0.22534206504044396,-3.8812625958234,1.7503205999740117,112533.66583541146
1132,6792,67.33333333333333,240.0,2.0,35,246,15,0.46741739838502383,8.516526137247649,0.8551402857317563,123579.41147132168
899,4495,84.66666666666666,200.0,1.0,10,246,6,0.386926732082399,-4.289298412256046,1.7503205999740117,71255.8204488778
844,4220,72.66666666666666,216.0,1.0,5,246,6,-0.10192949377451672,-3.8812625958234,0.8551402857317563,109887.28179551124
2377,9508,82.33333333333333,1056.0,2.0,224,254,15,0.4172080674960426,7.62484309442428,0.8551402857317563,131172.2219451371
1154,4616,59.66666666666666,240.0,2.0,56,248,15,-0.0047759321564245895,8.516526137247649,0.8551402857317563,115717.88528678306
864,4320,45.0,294.0,1.0,5,246,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,118040.1047381546
2097,16776,0.6666666666666666,3402.0,3.0,208,340,32,0.22534206504044396,-3.8812625958234,-1.4624477146455541,423000.0
1176,5880,37.0,360.0,2.0,40,246,24,0.28798384662317694,-3.8812625958234,0.8551402857317563,116491.37157107232
1460,11680,1.6666666666666663,960.0,2.0,90,336,32,0.22534206504044396,-4.289298412256046,-1.4624477146455541,225376.10473815465
1626,11382,13.999999999999998,1068.0,4.0,133,334,32,0.2992102155816671,-4.289298412256046,-1.4624477146455541,210123.0897755611
1720,12040,13.999999999999998,1054.0,3.0,154,334,32,5.121916855316041,8.516526137247649,-1.4624477146455541,240079.7087281796
1236,6180,34.0,288.0,1.0,60,252,24,0.2622655887021082,-3.8812625958234,0.8551402857317563,133451.37157107232
1603,9618,13.999999999999998,968.0,3.0,133,328,40,0.2992102155816671,-3.8812625958234,-1.4624477146455541,173355.81047381545
1411,9877,32.0,1088.0,2.0,84,252,24,0.3953041348064857,7.62484309442428,0.8551402857317563,75585.63591022443
935,4675,68.0,308.0,1.0,12,246,15,0.225342065040444,-4.289298412256046,1.7503205999740117,72540.08229426434
2090,14630,23.0,1154.0,3.0,156,334,16,-20.264260618601885,-4.535571899189885,0.8551402857317563,197150.87281795515
897,4485,39.0,264.0,1.0,10,246,24,0.2622655887021082,-4.535571899189885,0.8551402857317563,111393.41645885288
1656,13248,1.0,2478.0,2.0,140,328,32,0.2828574100108822,-4.535571899189885,-1.4624477146455541,238188.8922693267
1000,5000,43.0,1150.0,2.0,16,252,24,2.2029415898574185,-3.8812625958234,0.8551402857317563,163100.2493765586
2486,14916,44.0,1152.0,2.0,224,254,15,0.3808507688145221,-3.8812625958234,0.8551402857317563,215281.79551122195
1098,5490,52.99999999999999,260.0,2.0,42,246,24,0.3868648738354144,-4.289298412256046,0.8551402857317563,123207.53117206982
1040,5200,47.0,286.0,1.0,30,246,24,0.3868648738354144,-3.8812625958234,1.7503205999740117,131766.18453865335
924,4620,55.0,420.0,1.0,18,246,24,0.4172080674960426,-4.535571899189885,0.8551402857317563,107415.89775561096
1588,7940,48.99999999999999,960.0,2.0,108,246,15,0.3868648738354144,-4.289298412256046,0.8551402857317563,139584.5386533666
930,3720,55.0,286.0,1.0,15,246,24,0.28798384662317694,-4.289298412256046,0.8551402857317563,91412.79800498752
1069,6414,31.0,880.0,3.0,24,248,27,0.49976328663115965,-3.8812625958234,0.8551402857317563,144183.94014962594
2104,14728,64.33333333333333,864.0,2.0,234,246,27,0.386926732082399,-3.8812625958234,0.8551402857317563,152758.10473815462
1728,13824,1.0,1040.0,3.0,154,336,32,-0.21977543371221364,-4.289298412256046,-1.4624477146455541,280314.8597356609
1663,6652,40.66666666666666,1058.0,2.0,120,256,24,2.2029415898574185,-4.289298412256046,0.8551402857317563,238224.27930174564
1137,6822,19.0,1102.0,3.0,35,254,24,-0.21977543371221364,-3.8812625958234,0.8551402857317563,173454.36408977557
1217,7302,29.0,288.0,2.0,54,252,12,0.2992102155816671,7.62484309442428,0.8551402857317563,109942.74314214464
2494,19952,11.666666666666666,2409.0,4.0,252,334,40,5.121916855316041,-3.8812625958234,-1.4624477146455541,317317.7057356608
1680,11760,6.0,1176.0,3.0,63,328,16,0.2828574100108822,8.516526137247649,-1.4624477146455541,175116.50872817956
1165,6990,42.0,980.0,3.0,48,246,21,0.3868648738354144,-4.289298412256046,0.8551402857317563,161495.94314214462
641,2564,72.66666666666666,272.0,1.0,0,244,6,-0.0047759321564245895,-3.8812625958234,0.8551402857317563,84703.24189526185
1310,9170,1.0,800.0,2.0,66,336,32,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,162603.61097256857
1650,9900,70.33333333333333,936.0,2.0,120,246,15,-0.10192949377451672,-4.535571899189885,0.8551402857317563,135932.65635910223
1590,12720,0.6666666666666666,2262.0,4.0,108,330,32,-0.8378300423498418,-3.8812625958234,-1.4624477146455541,289605.0374064838
1484,5936,83.66666666666666,264.0,2.0,96,166,10,-0.0047759321564245895,-4.535571899189885,0.8551402857317563,47506.23441396509
2353,16471,29.0,968.0,4.0,280,336,40,0.3953041348064857,7.62484309442428,0.8551402857317563,238954.9127182045
1337,10696,15.0,924.0,3.0,60,334,36,-20.264260618601885,-4.289298412256046,-1.4624477146455541,164554.11471321696
1898,9490,52.0,968.0,3.0,168,252,24,0.20631839866553045,-4.289298412256046,1.7503205999740117,219400.0473815461
660,1320,60.99999999999999,0.0,1.0,0,244,24,0.22534206504044396,7.62484309442428,1.7503205999740117,58655.73815461346
1789,12523,6.999999999999999,1092.0,4.0,161,252,30,0.2828574100108822,-4.289298412256046,-1.4624477146455541,204799.64089775563
1200,8400,1.0,960.0,3.0,36,248,12,0.2828574100108822,-3.8812625958234,-1.4624477146455541,149267.83042394015
1505,9030,55.99999999999999,1010.0,2.0,96,252,24,0.3868648738354144,7.62484309442428,0.8551402857317563,136777.2144638404
1609,9654,52.99999999999999,305.0,2.0,133,246,15,0.28798384662317694,-3.8812625958234,0.8551402857317563,147731.8703241895
2696,24264,6.666666666666666,2874.0,4.0,290,418,40,0.191824974832479,8.516526137247649,-1.4624477146455541,461197.0074812968
1040,3120,58.99999999999999,800.0,2.0,30,246,15,0.3868648738354144,7.62484309442428,1.7503205999740117,85275.71321695759
1419,12771,6.999999999999999,1176.0,3.0,70,336,36,0.2828574100108822,-4.289298412256046,-1.4624477146455541,264925.4862842893
2122,16976,0.0,2814.0,4.0,182,338,32,0.191824974832479,-4.535571899189885,-1.4624477146455541,325893.119521197
925,4625,35.333333333333336,252.0,2.0,15,248,24,0.3868648738354144,-4.535571899189885,0.8551402857317563,121260.61346633417
1522,7610,72.0,0.0,2.0,119,246,15,0.22534206504044396,-3.8812625958234,0.8551402857317563,100829.9251870324
1969,13783,30.0,1068.0,3.0,200,254,30,0.3953041348064857,-4.535571899189885,0.8551402857317563,179231.1221945137
816,4080,75.66666666666666,100.0,1.0,0,246,6,-0.0047759321564245895,-4.535571899189885,0.8551402857317563,71449.37655860349
1206,6030,51.0,312.0,1.0,54,246,24,0.3868648738354144,8.516526137247649,0.8551402857317563,100077.9907032419
1232,6160,44.0,980.0,3.0,60,246,24,0.3868648738354144,8.516526137247649,0.8551402857317563,131187.84538653365
1339,9373,16.0,968.0,3.0,72,252,24,-0.21977543371221364,-3.8812625958234,0.8551402857317563,177396.50872817956
972,5832,43.0,240.0,2.0,20,254,24,0.3868648738354144,7.62484309442428,0.8551402857317563,121143.74064837904
1350,6750,56.33333333333333,1881.0,3.0,72,248,15,0.22534206504044396,-4.289298412256046,0.8551402857317563,139961.727680798
